Continent,Non-State,Country,Country Code,Legal (all genders),Age Of consent,Gender,Penalising text,Promotion/Morality,Ma.x Sentences (M)onths and (Y)ears,Death Sentence,Arrests in past 3 years?,Ban on NGOs,NRHI - SO-inclusive? ,Constitution Protection,Employment Protection,Other Protection,Hate Crime Protection,Incitemenrt Protection,CT Ban Protection,Marriage Recognition,Civil recognition,Joint adoption,2nd parent adoption,GDP (current US$) - 2007,GDP (current US$) - 2008,GDP (current US$) - 2009,GDP (current US$) - 2010,GDP (current US$) - 2011,GDP (current US$) - 2012,GDP (current US$) - 2013,GDP (current US$) - 2014,GDP (current US$) - 2015,GDP (current US$) - 2016,GDP (current US$) - 2017,Research and development expenditure (% of GDP) - 2007,Research and development expenditure (% of GDP) - 2008,Research and development expenditure (% of GDP) - 2009,Research and development expenditure (% of GDP) - 2010,Research and development expenditure (% of GDP) - 2011,Research and development expenditure (% of GDP) - 2012,Research and development expenditure (% of GDP) - 2013,Research and development expenditure (% of GDP) - 2014,Research and development expenditure (% of GDP) - 2015,Research and development expenditure (% of GDP) - 2016,Research and development expenditure (% of GDP) - 2017,GDP per capita (current US$) - 2007,GDP per capita (current US$) - 2008,GDP per capita (current US$) - 2009,GDP per capita (current US$) - 2010,GDP per capita (current US$) - 2011,GDP per capita (current US$) - 2012,GDP per capita (current US$) - 2013,GDP per capita (current US$) - 2014,GDP per capita (current US$) - 2015,GDP per capita (current US$) - 2016,GDP per capita (current US$) - 2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF,,Algeria,DZA,Ilegal,Unknown,Both,Sexual Act,Morality Code,3 - 7  yrs,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1.35E+11,1.71E+11,1.37E+11,1.61E+11,2.00E+11,2.09E+11,2.10E+11,2.14E+11,1.66E+11,1.60E+11,1.67E+11,,,,,,,,,,0.53347,,3950.561607,4923.540099,3883.378143,4480.724539,5455.741338,5592.326098,5499.581487,5493.02559,4177.867517,3946.421445,4044.298372
AF,,Angola,AGO,Ilegal,Unknown,Both,Against nature,Unknown,3 - 7  yrs,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,65266452081,88538611205,70307163678,83799496611,1.12E+11,1.28E+11,1.37E+11,1.46E+11,1.16E+11,1.01E+11,1.22E+11,,,,,,,,,,,,3121.995637,4080.94141,3122.780766,3587.883798,4615.468028,5100.095808,5254.882338,5408.410496,4166.979684,3506.072885,4095.812942
AF,,Benin,BEN,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,5969535132,7132787397,7097198712,6977040762,7824320327,8152088222,9159958826,9720362615,8294490789,8578984066,9269594835,,,,,,,,,,,,706.0533749,820.1508783,793.4522526,758.4350829,827.0226108,837.8949968,915.5758164,944.931653,784.2784072,789.0849152,829.4788028
AF,,Botswana,BWA,Ilegal,Unknown,Both,Against nature,Unknown,3 - 7  yrs,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,10939053365,10945070442,10267133178,12786654366,15351972230,16067155187,14901750765,16250750259,14420604206,15646316818,17405538618,,,,,0.25411,0.53728,,,,,,5832.733942,5713.534983,5255.768461,6434.815657,7617.325094,7877.79035,7224.965172,7780.638385,6799.875234,7243.852997,7893.210108
AF,,Burkina Faso,BFA,Legal,Equal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,6771277871,8369637065,8369175126,8979966766,10724063458,11166063467,11947176342,12377391463,10419303761,10867024152,12330338343,0.18634,0.25,,,,,0.22183,0.22183,,0.6738,,475.1100122,569.7613172,552.7455886,575.4464527,666.8401198,673.8215984,699.7794056,703.8200556,575.3144542,582.7954443,642.4298387
AF,,Burundi,BDI,Ilegal,Unknown,Both,Sexual Act,Unknown,1 mo - 2 yrs,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1356199365,1611835902,1781455092,2032135247,2235820868,2333308099,2451625333,2705783272,3104394858,2959640987,3172292379,0.15419,0.14434,0.13755,0.12126,,,,,,,,172.4958599,198.3529006,212.1368804,234.2356469,249.5779794,252.3589799,256.9760028,274.8579479,305.5497728,282.1931304,292.9976307
AF,,Cameroon,CMR,Ilegal,Unknown,Both,Sexual Act,Unknown,3 - 7  yrs,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,22365265026,26409781215,26017925552,26143818510,29337006833,29104437355,32348149947,34942948737,30916218544,32621535419,34922782311,,,,,,,,,,,,1194.06985,1371.746708,1314.706015,1285.261726,1403.255638,1354.623087,1465.222327,1540.568182,1326.969277,1363.403851,1421.587492
AF,,Cape Verde,CPV,Legal,Equal,NA,NA,NA,NA,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,1513933983,1789333749,1711817182,1664310770,1865915544,1741809809,1850470042,1859898513,1596800287,1663008687,1769787215,,,,0.7264,,,,,,,,3186.826892,3721.250949,3517.401245,3378.25486,3740.389099,3447.524041,3615.979041,3588.674054,3043.013984,3130.982229,3292.645755
AF,,Central African Republic,CAF,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,1697565949,1985240986,2059094048,2140503193,2434792413,2510270268,1691063477,1892292912,1695143880,1823779165,2067230996,,,,,,,,,,,,404.373965,464.5614221,474.7054087,487.9453833,551.0280576,565.8330584,380.1900917,423.8841246,377.2712538,401.9182384,449.7864235
AF,,Chad,TCD,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,Unclear,No,No,No,No,No,No,No,No,No,No,8638711443,10351932604,9253484108,10657705536,12156380425,12368071039,12949854263,13922223234,10945989472,10090922857,9975692095,,,,,,,,,0.32217,,,798.5480013,925.6360843,800.4642249,891.6988174,983.4472327,967.408126,979.5339592,1018.930956,775.7075235,692.9785958,664.3033157
AF,,Comoros,COM,Ilegal,Unknown,Both,Against nature,Unknown,3 - 7  yrs,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,794621676.5,911967428.7,901711442.3,907093130.3,1021746833,1015901205,1115906342,1148058015,965640593,1012147324,1074778461,,,,,,,,,,,,1238.461514,1387.594626,1339.337191,1315.214806,1446.068018,1403.428519,1504.920859,1511.816083,1242.102885,1272.193943,1320.541867
AF,,Congo,COG,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,8394688284,11859013281,9593537551,12007880439,14425607180,13677930124,14085851348,14177437982,8553154580,9035848071,8701334800,,,,,,,,,,,,2165.745759,2956.264407,2314.266025,2809.694957,3282.393455,3032.667329,3047.064589,2992.931349,1761.32357,1814.063418,1702.571349
AF,,Cote d Ivoire,CIV,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,20343635320,24224903100,24277493862,24884505035,25381616734,26790579775,31264187110,35316491207,33131114322,35296977344,38053606751,,,,,,,,,0.928,,,1061.154026,1235.613366,1210.295426,1211.930338,1207.001434,1243.344597,1415.469385,1559.386504,1426.457864,1481.652231,1557.182814
AF,,Democratic Republic of Congo,COD,Legal,Equal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,16737071816,19788515874,18648373312,21565720044,25839749199,29306235826,32679745298,35909040266,37917704900,37134799975,38019265626,0.8253,0.7822,,,,,,,,,,286.3304921,327.5637218,298.6196821,334.0215726,387.0824654,424.6003861,457.9637283,486.7870819,497.3169608,471.3188404,467.0742375
AF,,Djibouti,DJI,Legal,Equal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,2042817163,2216200810,2445484583,2618587757,2766868072,,,,,,,,,,,,,,,,,,2312.728803,2466.018332,2675.605374,2818.376856,2930.703172
AF,,Egypt,EGY,Legal,Equal,Both,Unknown,Penal Code / Morality Code,3 - 7  yrs,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,1.30E+11,1.63E+11,1.89E+11,2.19E+11,2.36E+11,2.79E+11,2.89E+11,3.06E+11,3.33E+11,3.33E+11,2.35E+11,0.2724,0.43312,0.43345,0.53154,0.5899,0.63895,0.63649,0.63649,0.7848,0.6595,,1667.843721,2044.527855,2329.23948,2644.817039,2791.954962,3232.648892,3264.378787,3378.831358,3598.970948,3525.020165,2440.510173
AF,,Equatorial Guinea,GNQ,Legal,Equal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,13071718759,19749893536,15027795173,16298542028,21329395901,22389626329,21942597765,21736500713,13180195435,11233177619,12289913729,,,,,,,,,,,,15908.39183,22942.58345,16667.93682,17272.00977,21613.54923,21712.39502,20384.92453,19368.23091,11278.92894,9244.051798,9738.434224
AF,,Eritrea,ERI,Ilegal,Unknown,Both,Sexual Act,Unknown,14 yrs  - life,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,1317974491,1380188800,1856695551,2117039512,2607739837,,,,,,,,,,,,,,,,,,439.8326905,450.6328403,595.1099872,667.7441778,811.3760286,,,,,,
AF,,Ethiopia,ETH,Ilegal,Unknown,Both,Sexual Act,Unknown,14 yrs  - life,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228234,64589334979,74296618481,81760441159,,,0.24137,,,0.6474,,,,,,244.2860372,326.4368267,380.5690479,341.5541149,354.4795758,467.0779272,499.5315721,566.9264665,640.5418913,717.1245929,768.4250255
AF,,Gabon,GAB,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,12438956756,15508574820,12065138273,14358584300,18186478120,17171447372,17590745162,18179752010,14377324798,14014369642,14892609693,0.519,0.57924,,,,,,,,,,8447.078591,10212.81943,7690.052235,8840.730664,10795.50058,9814.038992,9680.824339,9650.574376,7381.746749,6979.709196,7212.535744
AF,,Gambia,GMB,Ilegal,Unknown,Both,Against nature,Unknown,8 - 13 yrs,No,Yes,Yes,None,No,No,No,No,No,No,No,No,No,No,1279704745,1561763437,1450140386,1543292393,1409694554,1415006238,1375608956,1229460602,1378176868,1467255923,1504954958,0.239,0.1748,,0.1338,,,,,,,,780.3800991,924.5115164,833.2804027,860.6378737,762.7610541,742.7811378,700.514972,607.4284041,660.7235712,682.7180203,679.7773326
AF,,Ghana,GHA,Ilegal,Unknown,Male,Against nature,Unknown,3 - 7  yrs,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,63277216929,53601126664,49181854798,55009730600,58996776238,,,0.37655,,,,,,,,,1078.160509,1210.622257,1074.75538,1298.436952,1558.482133,1613.286837,2378.159513,1968.858263,1766.005701,1931.38947,2025.885857
AF,,Guinea,GIN,Ilegal,Unknown,Both,Against nature,Unknown,3 - 7  yrs,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,6281917656,6964179194,6716904569,6853467858,6785137173,7638045254,8376613843,8778473615,8794202444,8603833218,10324668267,,,,,,,,,,,,659.992723,715.0968204,674.0855502,672.4244026,651.1353635,717.0507379,769.0039433,787.2380702,769.2560137,732.9621726,855.5736399
AF,,Guinea-Bissau,GNB,Legal,Equal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,695990208.4,864654795.3,826798659.8,849050127.5,1098379392,989327811.8,1045790133,1053512334,1047808175,1178204501,1346841897,,,,,,,,,,,,493.0704969,597.5763927,557.1716148,557.6321326,702.7428804,616.4116862,634.482446,622.4817167,603.1585129,661.0076549,736.7255662
AF,,Kenya,KEN,Ilegal,Unknown,Male,Against nature,Unknown,8 - 13 yrs,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,31958195182,35895153328,37021512049,40000088347,41953433591,50412754861,55096728048,61448046802,64007750179,69188755511,78757391333,,,0.78577,,,,,,,,,825.6665976,902.0700258,905.1317861,951.6879611,971.633329,1136.871406,1210.388014,1315.804535,1336.883349,1410.527571,1568.201541
AF,,Lesotho,LSO,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,1716262753,1758534995,1773199523,2394600945,2792049477,2677545056,2533992455,2608269552,2289799040,2314323471,2565352373,,0.2715,,0.1161,,,,,,,,863.7796315,884.9626748,890.9963833,1199.951766,1393.386362,1328.813074,1249.183496,1276.413,1112.081441,1115.336075,1226.61263
AF,,Liberia,LBR,Ilegal,Unknown,Both,Sodomy,Unknown,1 mo - 2 yrs,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,1373000000,1726000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,,,,,,,,,,,,396.6017613,478.3999379,470.9476196,513.4456986,596.8970811,657.9362563,721.9300554,721.1827948,710.3838577,714.6233922,698.7017644
AF,,Libya,LBY,Ilegal,Unknown,Both,Against nature,Morality Code,3 - 7  yrs,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,67516236338,87140405361,63028320702,74773444901,34699395524,81873662519,65502870174,41142722414,27842131480,26197143268,37881431913,,,,,,,,,,,,11300.19134,14382.57629,10275.26656,12064.78069,5554.179164,13025.28139,10363.78949,6466.91027,4337.919139,4035.194316,5756.42314
AF,,Madagascar,MDG,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,8524620739,10725137931,9616879571,9982711338,11551819618,11578974888,12423555269,12522957228,11323020829,11848613735,13176313594,0.1344,0.14683,0.11324,0.1588,,,0.155,0.155,0.1498,0.146,,438.6552901,536.3514821,467.5397379,471.9592116,531.2655054,518.1528127,541.0660851,530.8612639,467.2352774,475.9553656,515.292739
AF,,Malawi,MWI,Ilegal,Unknown,Both,Against nature,Unknown,8 - 13 yrs,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6373212641,5433040160,6303292264,,,,,,,,,,,,332.2591444,387.6059753,438.2120429,478.6685897,534.9512647,391.5618324,348.4302696,371.2697496,380.5970331,315.7773264,356.7175732
AF,,Mali,MLI,Legal,Equal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,8145694632,9750822511,10181021770,10678749467,12978107561,12442747897,13246412031,14345831015,13099497220,14010787738,15337740141,,,0.5836,,,,,,,0.29274,,596.6901888,690.8824398,698.2183825,709.5819646,836.5098094,778.6694625,805.2596685,847.1503863,751.1705935,779.874933,828.5119764
AF,,Mauritania,MRT,Ilegal,Unknown,Both,Against nature,Unknown,1 mo - 2 yrs,Yes - Not Implemented,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,3356753170,4031053345,3662279343,4337794153,5166346516,5231255478,5639818812,5391555434,4828858025,4679346591,4905893855,,,,,,,,,,,,1048.160922,1222.925452,1079.233108,1241.428756,1435.635415,1411.35283,1477.361539,1371.58435,1193.400596,1123.888166,1145.547947
AF,,Mauritius,MUS,Ilegal,Unknown,Male,Sodomy,Unknown,3 - 7  yrs,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656,13259351418,,,,,0.17773,,,,,0.3642,,6574.654338,8030.063005,7318.12641,8000.376432,9197.026972,9291.227619,9637.00265,10153.93822,9260.447303,9681.618567,10484.90836
AF,,Morocco,MAR,Ilegal,Unknown,Both,Sodomy,Morality Code,3 - 7  yrs,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,79041294874,92507257784,92897320376,93216746662,1.01E+11,98266306615,1.07E+11,1.10E+11,1.01E+11,1.03E+11,1.10E+11,,,0.71454,,,,,,,,,2499.259938,2890.360083,2866.924199,2839.925168,3046.949136,2912.658275,3121.681176,3171.699192,2875.257985,2897.66344,3036.171062
AF,,Mozambique,MOZ,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,10423424155,12574681498,11899763735,11087646868,14381552433,16350804543,16974320551,17716084108,15950969019,11936999283,13219084261,0.15294,,0.42252,,,,,,,,,480.9335201,564.4794877,519.7604047,471.1816926,594.5864667,657.6453378,664.0782118,673.9699555,589.8590281,428.926488,461.4150941
AF,,Namibia,NAM,Ilegal,Unknown,Male,Sodomy,Unknown,Unknown,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,8740865600,8486721917,8876191121,11282192605,12409629836,13016272899,12717790505,12786078008,11650656642,11286139080,13566192144,,,0.14165,,,,0.33996,0.33996,,,,4356.244512,4153.247938,4265.258745,5324.61704,5753.987148,5930.548473,5694.082634,5624.135341,5032.889762,4786.235303,5646.456008
AF,,Niger,NER,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,4291363391,5379299888,5373097441,5718664505,6409184724,6942258305,7667952566,8229731384,7217667781,7528285444,8119710126,,,,,,,,,,,,292.2197341,352.7199749,339.1436177,347.3430407,374.4828645,390.1199097,414.3886131,427.737226,360.8533841,362.1311323,375.8694897
AF,,Nigeria,NGA,Ilegal,Unknown,Both,Against nature,Penal Code / Morality Code,8 - 13 yrs,Locally implemented,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,2.76E+11,3.37E+11,2.92E+11,3.63E+11,4.10E+11,4.59E+11,5.15E+11,5.68E+11,4.95E+11,4.05E+11,3.76E+11,,,,,,,,,,,,1883.461311,2242.871886,1891.33537,2292.445156,2520.404166,2746.991789,2998.072843,3222.693537,2730.430324,2175.99967,1968.559588
AF,,Rwanda,RWA,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,3875655218,4924731466,5450464409,5849863213,6646901208,7428848122,7621924854,8016593394,8277614581,8475622319,9140429058,,,,,,,,,,,,417.9164085,517.0574714,557.1493973,582.6941191,645.7483207,704.1777125,704.9803025,723.2819733,728.0818794,726.3479745,762.9143746
AF,,S?o Tome and  Principe,STP,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,149146923.1,188021168.8,187821029,197454052.1,233213521.7,252560556,302925488.1,348941656.4,318265835.3,347545391.8,375040173.8,,,,,,,,,,,,896.8546188,1098.767934,1067.917334,1094.710636,1263.865523,1340.526507,1577.022329,1782.797756,1595.861423,1710.133948,1811.009633
AF,,Senegal,SEN,Ilegal,Unknown,Both,Against nature,Unknown,3 - 7  yrs,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,14285970085,16949789465,16248212852,16215069256,17878780185,17825417949,18960182371,19770840286,17767704597,19027392876,21081669870,0.36834,,0.54114,,,,,,,,,1222.372918,1411.929332,1317.235687,1278.977754,1371.723353,1330.057448,1375.678754,1394.794743,1218.764246,1269.040407,1367.218948
AF,,Seychelles,SYC,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,1033561654,967199594,847397850.1,969936525.3,1065826670,1060226126,1328157609,1343007845,1377495054,1427524565,1503168690,,,,,,,,,0.22162,,,12154.82994,11122.86207,9706.95606,10804.68447,12189.09516,12006.68296,14765.67398,14700.33434,14745.34146,15077.83902,15683.6565
AF,,Sierra Leone,SLE,Ilegal,Unknown,Male,Buggey,Unknown,8 - 13 yrs,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2158496873,2505458705,2453899847,2578026297,2942546781,3801862611,4920343195,5015157816,4218723875,3674794530,3739577973,,,,,,,,,,,,360.3721418,408.4807421,391.2010053,401.8350014,448.3375255,566.3786569,716.8353047,714.7007124,588.2284527,501.4157129,499.3807078
AF,,Somalia,SOM,Ilegal,Unknown,Both,Sexual Act,Morality Code,3 - 7  yrs,Locally implemented,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,3892402685,3963532309,4048860871,4198485404,4508845348,,,,,,,,,,,,,,,,,,297.9554718,295.2665004,293.4552357,295.9678516,309.0553548
AF,,South Africa,ZAF,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,2.99E+11,2.87E+11,2.96E+11,3.75E+11,4.16E+11,3.96E+11,3.67E+11,3.51E+11,3.18E+11,2.96E+11,3.50E+11,0.88816,0.83562,0.7374,0.73451,0.73363,0.72488,0.77115,0.77115,0.8247,,,6095.622439,5760.805287,5862.79734,7328.615629,8007.412846,7501.469984,6832.456891,6433.187277,5734.633629,5272.918425,6132.479841
AF,,South Sudan,SSD,Ilegal,Unknown,Both,Against nature,Unknown,8 - 13 yrs,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,14586253366,12231264525,14602072425,14907308934,11931472173,18426469030,13962212837,11997800751,,,,,,,,,,,,,,,1669.492412,1337.882084,1535.708185,1516.403915,1179.739828,1779.469336,1322.820238,1119.651332,,
AF,,Sudan,SDN,Ilegal,Unknown,Both,Sodomy,Unknown,8 - 13 yrs,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,45898948564,54526580232,53150209168,65634109237,67327289320,68125631150,72065940086,82151588419,96741742022,95558220777,1.23E+11,,,,,,,,,,,,1128.41035,1304.533051,1238.180845,1489.876911,1672.103295,1882.24677,1943.916458,2163.155898,2486.745659,2398.10188,3015.02443
