Continent,Non-State,Country,Country Code,Legal (all genders),Age Of consent,Gender,Penalising text,Promotion/Morality,Ma.x Sentences (M)onths and (Y)ears,Death Sentence,Arrests in past 3 years?,Ban on NGOs,NRHI - SO-inclusive? ,Constitution Protection,Employment Protection,Other Protection,Hate Crime Protection,Incitemenrt Protection,CT Ban Protection,Marriage Recognition,Civil recognition,Joint adoption,2nd parent adoption,GDP (current US$) - 2007,GDP (current US$) - 2008,GDP (current US$) - 2009,GDP (current US$) - 2010,GDP (current US$) - 2011,GDP (current US$) - 2012,GDP (current US$) - 2013,GDP (current US$) - 2014,GDP (current US$) - 2015,GDP (current US$) - 2016,GDP (current US$) - 2017,Research and development expenditure (% of GDP) - 2007,Research and development expenditure (% of GDP) - 2008,Research and development expenditure (% of GDP) - 2009,Research and development expenditure (% of GDP) - 2010,Research and development expenditure (% of GDP) - 2011,Research and development expenditure (% of GDP) - 2012,Research and development expenditure (% of GDP) - 2013,Research and development expenditure (% of GDP) - 2014,Research and development expenditure (% of GDP) - 2015,Research and development expenditure (% of GDP) - 2016,Research and development expenditure (% of GDP) - 2017,GDP per capita (current US$) - 2007,GDP per capita (current US$) - 2008,GDP per capita (current US$) - 2009,GDP per capita (current US$) - 2010,GDP per capita (current US$) - 2011,GDP per capita (current US$) - 2012,GDP per capita (current US$) - 2013,GDP per capita (current US$) - 2014,GDP per capita (current US$) - 2015,GDP per capita (current US$) - 2016,GDP per capita (current US$) - 2017
AF,,Swaziland,SWZ,Ilegal,Unknown,Male,Sodomy,Unknown,8 - 13 yrs,No,Yes,Yes,Unclear,No,No,No,No,No,No,No,No,No,No,3469363931,3294093360,3580417157,4438778554,4820499498,4886658800,4597702898,4422304977,4073390988,3840677845,4446248678,,,,,,,,,0.27013,,,3327.44188,3137.396111,3385.842921,4168.505183,4496.60038,4527.668982,4230.344051,4038.55723,3689.518704,3447.695698,3953.08897
AF,,Tanzania,TZA,Ilegal,Unknown,Male,Against nature,Morality Code,14 yrs  - life,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,,,0.3825,,,0.52924,,,,,,552.8395296,687.3904455,695.2167768,743.4037847,781.4370143,867.8676806,970.4169384,1030.092917,947.9334465,966.4746224,1004.841121
AF,,Togo,TGO,Ilegal,Unknown,Male,Against nature,Unknown,3 - 7  yrs,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2659095101,3310277927,3365711796,3426022206,3867391618,3873529926,4320427496,4568900620,4179185205,4483932937,4808043653,,,0.25349,,0.22364,,0.27166,0.27166,,,,449.1442328,544.1475234,538.4419516,533.508792,586.3288415,571.8394289,621.2222598,640.0816111,570.6807371,597.0654589,624.5449459
AF,,Tunisia,TUN,Ilegal,Unknown,Both,Against nature,Morality Code,3 - 7  yrs,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,38908069299,44856586316,43454935940,44050929160,45810626509,45044112939,46251061734,47632326088,43173480832,41802653631,39813383484,0.6394,0.7644,0.6926,0.7863,0.6826,0.6771,0.65484,0.65484,0.59989,,,3775.75001,4307.155878,4128.462783,4141.976353,4264.674946,4152.678587,4222.703245,4305.474165,3861.688531,3698.058504,3482.186729
AF,,Uganda,UGA,Ilegal,Unknown,Both,Against nature,Unknown,14 yrs  - life,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,12292813603,14239026630,18168902154,20186496527,20176025257,23114293416,24599550624,27291879819,27102650387,24133664285,25995031850,0.32632,0.35331,0.47556,,,,0.1743,0.1743,,,,416.8986194,467.9005703,578.4230564,622.4988457,602.6846514,668.832462,689.1548142,739.373927,709.0210386,608.7057351,631.5227198
AF,,Zambia,ZMB,Ilegal,Unknown,Both,Sodomy,Unknown,14 yrs  - life,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,14056957976,17910858638,15328342304,20265556274,23460098340,25503370699,28045460442,27150630607,21243350633,20954754378,25868142077,0.27819,,,,,,,,,,,1124.290586,1394.000608,1159.907762,1489.45907,1672.94983,1763.094184,1878.903489,1763.056239,1337.796315,1280.578447,1534.865371
AF,,Zimbabwe,ZWE,Ilegal,Unknown,Male,Against nature,Unknown,1 mo - 2 yrs,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,22813010116,,,,,,,,,,,,431.7871883,356.6933497,771.5987859,948.3318545,1093.654002,1304.969802,1430.000818,1434.89934,1445.071062,1464.583529,1602.403507
AS,,Afghanistan,AFG,Ilegal,Unknown,Both,Sexual Act,Unknown,8 - 13 yrs,Yes - Not Implemented,Yes,Yes,Unclear,No,No,No,No,No,No,No,No,No,No,9747886105,10109218068,12439087077,15856574731,17804280538,20001615789,20561054090,20484873230,19907111419,19362642267,20191764940,,,,,,,,,,,,359.69348,364.6604654,438.0760344,543.3030419,591.1623465,641.8720338,637.1650439,613.8563329,578.4663529,547.2281102,556.3021385
AS,,Bahrain,BHR,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,21730000000,25710877660,22938218085,25713271277,28776622340,30749335106,32539547872,33387686170,31125877660,32250132979,35432686170,,,,,,,0.1116,0.1116,,,,20976.54353,23066.5099,19355.90467,20722.13729,22514.25875,23654.37185,24744.35763,24989.38021,22688.96379,22619.11667,23715.48275
AS,,Bangladesh,BGD,Ilegal,Unknown,Male,Against nature,Unknown,8 - 13 yrs,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,79611888213,91631278239,1.02E+11,1.15E+11,1.29E+11,1.33E+11,1.50E+11,1.73E+11,1.95E+11,2.21E+11,2.50E+11,,,,,,,,,,,,558.0518603,634.9870565,702.26441,781.1535936,861.7584443,883.1050005,981.8398792,1118.853663,1248.453398,1401.620628,1563.994082
AS,,Bhutan,BTN,Ilegal,Unknown,Both,Against nature,Unknown,1 mo - 2 yrs,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1196091805,1258332337,1264758198,1585472534,1820207626,1823692110,1798333726,1976938530,2059809920,2219675781,2528007911,,,,,,,,,,,,1798.96974,1873.59735,1864.536803,2312.860096,2625.433256,2599.396094,2532.015642,2749.352665,2829.891245,3012.961401,3390.714075
AS,,Brunei Darussalam,BRN,Ilegal,Unknown,Male,Against nature,Unknown,8 - 13 yrs,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,12247694247,14393099069,10732366286,13707370737,18525319978,19048495519,18093829923,17098342541,12930394938,11400854268,12128104859,,,,,,,,,,,,32663.56659,37934.37651,27955.71386,35269.55311,47055.84112,47741.90647,44740.08502,41726.78397,31164.56203,27157.82341,28572.14678
AS,,Cambodia,KHM,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20159271965,22180376506,,,,,,,,,,,,631.5248421,745.6091807,738.0547836,785.5022829,882.2754926,950.880346,1013.420401,1093.496191,1162.90492,1278.631062,1385.458363
AS,,China,CHN,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,3.55E+12,4.59E+12,5.10E+12,6.09E+12,7.55E+12,8.53E+12,9.57E+12,1.04E+13,1.10E+13,1.11E+13,1.21E+13,1.44469,1.66211,1.7994,1.77539,1.9582,1.9921,2.2114,2.2114,2.1826,2.1286,,2693.969827,3468.304463,3832.235952,4550.453596,5618.132491,6316.918863,7050.64592,7651.366044,8033.388043,8078.790474,8759.041578
AS,,East Timor,TLS,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Unclear,No,No,Yes,Yes,No,No,No,No,No,No,2881040200,4391368100,3199666700,3998961300,5672048700,6661664600,5637671700,4041637000,3092624800,2503532100,2487269400,,,,,,,,,,,,2779.874989,4160.73443,2978.437312,3656.952163,5095.489022,5879.699804,4888.317126,3441.650608,2585.153916,2053.273796,2000.601161
,AS,Gaza (in the Occupied Palestinian Territory),,Ilegal,Unknown,Male,Sexual Act,Unknown,8 - 13 yrs,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,,India,IND,Ilegal,Unknown,Male,Against nature,Unknown,14 yrs  - life,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,1.22E+12,1.20E+12,1.34E+12,1.68E+12,1.82E+12,1.83E+12,1.86E+12,2.04E+12,2.10E+12,2.29E+12,2.65E+12,0.8674,0.84444,0.82213,0.83125,,,,,,,,1028.334771,998.522339,1101.96084,1357.563719,1458.103527,1443.879529,1449.605912,1573.881492,1605.605431,1729.268021,1981.268706
AS,,Indonesia (most),IDN,Legal,Unequal,NA,NA,Morality Code,NA,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,4.32E+11,5.10E+11,5.40E+11,7.55E+11,8.93E+11,9.18E+11,9.13E+11,8.91E+11,8.61E+11,9.32E+11,1.02E+12,,0.8332,,,,0.847,,,0.23937,0.2387,,1860.002763,2166.854167,2261.247224,3122.362815,3643.043936,3694.348946,3623.911582,3491.624791,3331.695128,3562.845756,3836.913814
,AS,South Sumatra and Aceh Provinces (Indonesia),,Ilegal,Unknown,Both,Idecency/other,Unknown,14 yrs  - life (Locally Implemented),No,No,Yes,Uknown,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,,Iraq,IRQ,Ilegal,Unknown,Both,Idecency/other,Morality Code,1 mo - 2 yrs,Yes - By non-State actors,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,88840050497,1.32E+11,1.12E+11,1.39E+11,1.86E+11,2.18E+11,2.35E+11,2.35E+11,1.77E+11,1.75E+11,1.95E+11,0.3435,0.4562,0.3684,0.3476,,,0.3733,0.3733,0.3631,0.436,,3182.947982,4636.610978,3853.940935,4657.280426,6045.495551,6836.027313,7076.554608,6818.804621,4989.803075,4776.726499,5205.288255
AS,,Iran,IRN,Ilegal,Unknown,Both,Sodomy / Indecency/other,Morality Code,Unknown,Yes,Yes,Yes,None,No,No,No,No,No,No,No,No,No,No,3.50E+11,4.06E+11,4.14E+11,4.87E+11,5.84E+11,5.99E+11,4.67E+11,4.34E+11,3.86E+11,4.19E+11,4.54E+11,0.64647,0.27258,0.26442,,0.31655,0.25267,,,,,,4904.666252,5630.442995,5677.888522,6603.212269,7818.057232,7927.647542,6111.440608,5608.602512,4916.085938,5265.906635,5627.749268
AS,,Israel,ISR,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,Yes,No,No,No,No,No,Yes,Yes,No,1.79E+11,2.16E+11,2.07E+11,2.34E+11,2.61E+11,2.57E+11,2.93E+11,3.10E+11,3.00E+11,3.19E+11,3.53E+11,4.34759,4.13391,3.94189,4.129,4.15961,4.871,4.19741,4.19741,4.41568,4.5766,,24924.33095,29567.80388,27715.63681,30693.59308,33669.24647,32511.23785,36309.46883,37678.88977,35776.79517,37321.62404,40541.86209
AS,,Japan,JPN,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,Yes,No,No,No,No,No,No,No,4.52E+12,5.04E+12,5.23E+12,5.70E+12,6.16E+12,6.20E+12,5.16E+12,4.85E+12,4.39E+12,4.93E+12,4.86E+12,3.33718,3.2314,3.1378,3.24477,3.298,3.31496,3.422,3.422,3.1481,3.2451,,35275.22843,39339.29757,40855.17564,44507.67639,48167.99727,48603.47665,40454.44746,38109.41211,34524.46986,38794.33094,38331.9794
AS,,Jordan,JOR,Legal,Equal,NA,NA,Morality Code,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,17350521862,22279907003,24154000000,26795901408,29244647887,31371056338,34064873239,36329267606,38043450704,39196676056,40708943662,0.4347,,,,,,,,0.71774,,,2773.740242,3398.151722,3504.00246,3690.113268,3816.279258,3877.339345,3998.027473,4072.765475,4105.448961,4103.7336,4162.820687
AS,,Kazakhstan,KAZ,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,1.05E+11,1.33E+11,1.15E+11,1.48E+11,1.93E+11,2.08E+11,2.37E+11,2.21E+11,1.84E+11,1.37E+11,1.67E+11,0.21654,0.22924,0.15341,0.15349,0.16525,0.17132,0.16722,0.16722,0.14179,0.13255,,6771.414797,8513.564645,7165.223175,9070.488253,11634.0019,12386.7,13890.63177,12807.26069,10510.77189,7714.841844,9247.581331
AS,,Kuwait,KWT,Ilegal,Unknown,Male,Sexual Act,Morality Code,3 - 7  yrs,No,Yes,Yes,None,No,No,No,No,No,No,No,No,No,No,1.15E+11,1.47E+11,1.06E+11,1.15E+11,1.54E+11,1.74E+11,1.74E+11,1.63E+11,1.15E+11,1.09E+11,1.21E+11,0.855,0.1122,0.114,0.9898,0.9721,0.3153,0.4275,0.4275,0.7878,0.879,,45782.27656,55494.95099,37561.67267,38577.38166,48618.88229,51978.99848,49388.20939,44062.4003,29869.52939,27653.1644,29759.53245
AS,,Kyrgyzstan,KGZ,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066,7702934800,0.1917,0.15997,0.15547,0.15633,0.1661,0.14914,0.12536,0.12536,0.11121,0.193,,721.7686908,966.3936272,871.2243893,880.0377751,1123.883168,1177.974735,1282.437162,1279.769783,1121.082835,1120.666513,1242.769643
AS,,Laos,LAO,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,4222962988,5443915121,5832915387,7127792630,8749241114,10191350120,11942230508,13268458232,14390442307,15805692546,16853087485,,,,,,,,,,,,710.344815,900.3236718,948.6539323,1140.599205,1378.361365,1581.395403,1825.665113,1998.335215,2134.711796,2308.800482,2423.846203
AS,,Lebanon,LBN,Ilegal,Unknown,Male,Against nature,Morality Code,1 mo - 2 yrs,No,Yes,Yes,None,No,No,No,No,No,No,No,No,No,No,24873482492,29227542760,35477299024,38419626534,40075674295,44230727695,46866579768,48296099502,49973893201,51239050083,53393799668,,,,,,,,,,,,5217.471718,6134.13043,7371.100639,7756.744069,7703.389472,7985.854941,7923.851717,7712.062848,7649.832611,7634.946544,7838.343385
AS,,Malaysia,MYS,Ilegal,Unknown,Both,Against nature,Unknown,8 - 13 yrs,No,Yes,Yes,Unclear,No,No,No,No,No,No,No,No,No,No,1.94E+11,2.31E+11,2.02E+11,2.55E+11,2.98E+11,3.14E+11,3.23E+11,3.38E+11,3.01E+11,3.01E+11,3.19E+11,0.78847,1.11,1.368,1.3342,1.9269,,1.26275,1.26275,1.4377,,,7243.455987,8474.586829,7292.494447,9040.566251,10399.37275,10817.44287,10970.12328,11319.07976,9955.242127,9817.740861,10254.23402
AS,,Maldives,MDV,Ilegal,Unknown,Both,Sexual Act,Unknown,14 yrs  - life,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,1868383461,2271646188,2345294875,2588176055,2774351760,2886170572,3295011382,3697351597,4109424800,4379136462,4735989972,,,,,,,,,,,,5574.451876,6614.159147,6636.412416,7076.662423,7291.42764,7265.613656,7928.457365,8499.365762,9033.390413,9209.288625,9540.634349
AS,,Mongolia,MNG,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11749620620,11186734674,11425755280,0.33667,0.3478,0.24438,0.2354,0.23913,0.23246,0.2234,0.2234,0.18342,0.13412,,1632.726952,2136.563214,1714.360545,2643.292914,3757.558633,4351.88692,4366.075901,4158.525715,3918.579174,3660.150746,3669.41754
AS,,Myanmar,MMR,Ilegal,Unknown,Male,Against nature,Unknown,8 - 13 yrs,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,20182477481,31862554102,36906181381,49540813342,59977326086,59937797559,60269734045,65446199788,59687410897,63256184700,66719084253,,,,,,,,,,0.382,,406.7286892,638.1490599,734.4460067,979.05163,1176.242453,1165.794329,1162.33144,1251.820765,1133.002816,1192.495338,1249.828746
AS,,Nepal,NPL,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,20002968838,21410840909,21185922408,25180583770,0.5439,0.25924,0.322,,,,,,,,,391.3801314,470.4555473,478.1731816,592.4010975,699.4293377,698.4664794,715.923743,743.4133813,792.5528906,777.1475955,911.4442665
AS,,North Korea,PRK,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,,Oman,OMN,Ilegal,Unknown,Both,Sexual Act,Unknown,14 yrs  - life,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,42085305592,60905331599,48388296489,58642392718,67937581274,76689206762,78784395319,81076723017,68921456437,65941482445,70597919376,,,,0.13645,0.2837,0.16923,0.21253,0.21253,0.25511,0.22178,,15838.46561,22139.64041,16823.77165,19281.16563,20896.74698,21923.54802,20926.55405,20131.9813,16150.88726,14721.64733,15130.49783
AS,,Pakistan,PAK,Ilegal,Unknown,Male,Against nature,Unknown,8 - 13 yrs,Yes - Not Implemented,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,1.52E+11,1.70E+11,1.68E+11,1.77E+11,2.14E+11,2.24E+11,2.31E+11,2.44E+11,2.71E+11,2.79E+11,3.05E+11,,0.4486,,0.32917,,0.29285,,,,0.23597,,908.0950906,990.8465996,957.9956808,987.409723,1164.976129,1198.109001,1208.90431,1251.164104,1356.667756,1368.454326,1464.993305
AS,,Philippines,PHL,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,1.49E+11,1.74E+11,1.68E+11,2.00E+11,2.24E+11,2.50E+11,2.72E+11,2.85E+11,2.93E+11,3.05E+11,3.14E+11,,0.11396,,0.11726,,0.13793,,,,,,1670.590155,1916.296708,1821.523941,2124.05677,2345.327754,2572.629425,2749.386636,2831.316667,2867.15199,2941.21204,2981.934151
AS,,Qatar,QAT,Ilegal,Unknown,Both,Unknown,Morality Code,3 - 7  yrs,Yes - Not Implemented,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,79712087912,1.15E+11,97798351648,1.25E+11,1.68E+11,1.87E+11,1.99E+11,2.06E+11,1.62E+11,1.52E+11,1.67E+11,,,,,0.4786,,,,,,,65421.75277,80234.47007,59094.44494,67403.1603,82409.58033,85076.14793,85050.91097,83858.52838,63039.01655,57163.06099,61264.39648
AS,,Saudi Arabia,SAU,Ilegal,Unknown,Both,Sexual Act,Morality Code,Unknown,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,4.16E+11,5.20E+11,4.29E+11,5.28E+11,6.71E+11,7.36E+11,7.47E+11,7.56E+11,6.54E+11,6.45E+11,6.89E+11,0.492,0.7338,0.884,0.89784,0.87684,0.81516,,,,,,16516.62362,20078.25779,16113.14249,19262.54768,23745.80161,25243.3587,24844.74437,24463.90316,20627.93278,19879.29753,20803.74257
AS,,Singapore,SGP,Ilegal,Unknown,Male,Idecency/other,Unknown,1 mo - 2 yrs,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,1.81E+11,1.94E+11,1.94E+11,2.40E+11,2.79E+11,2.95E+11,3.08E+11,3.15E+11,3.08E+11,3.18E+11,3.38E+11,2.6281,2.15925,2.1297,2.14585,1.9944,1.98597,2.15996,2.15996,2.22448,,,39432.93835,40007.46926,38927.20688,47236.96023,53890.42873,55546.48854,56967.42579,57562.53079,55646.61875,56724.17039,60297.79378
AS,,South Korea,KOR,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,1.12E+12,1.00E+12,9.02E+11,1.09E+12,1.20E+12,1.22E+12,1.31E+12,1.41E+12,1.38E+12,1.41E+12,1.53E+12,3.12343,3.29324,3.46594,3.74361,4.2554,4.14853,4.28874,4.28874,4.22744,4.55324,,23060.70788,20430.63946,18291.9196,22086.95292,24079.78852,24358.78218,25890.01867,27811.36638,27105.07623,27608.24743,29742.83886
AS,,Sri Lanka,LKA,Ilegal,Unknown,Both,Against nature,Unknown,8 - 13 yrs,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,32350248411,40713812310,42066217872,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,88019706804,0.11444,,0.13687,,,0.181,0.9989,0.9989,,,,1630.388906,2037.322103,2090.401826,2799.648876,3200.833829,3350.521876,3610.289363,3819.25353,3843.780672,3886.291502,4104.630983
AS,,Syria,SYR,Ilegal,Unknown,Both,Against nature,Morality Code,3 - 7  yrs,Yes - By non-State actors,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,40405006007,,,,,,,,,,,,,,,,,,,,,,2032.623489,,,,,,,,,,
AS,,Taiwan,,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,,Tajikistan,TJK,Legal,Equal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,3719506173,5161337336,4979481980,5642178580,6522732203,7633049792,8448469838,9112544556,7854602392,6952678127,7157865188,0.6983,0.8577,0.8914,0.12148,0.11432,0.1177,0.11468,0.11468,0.1685,0.11556,,526.6429154,715.8651105,676.1234193,749.552711,847.3821018,969.2964731,1048.227293,1104.171689,929.0958572,802.5180041,806.0415731
AS,,Thailand,THA,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,2.63E+11,2.91E+11,2.82E+11,3.41E+11,3.71E+11,3.98E+11,4.20E+11,4.07E+11,4.01E+11,4.12E+11,4.55E+11,0.2331,0.23455,,0.36146,,0.44164,0.47988,0.47988,0.78133,,,3973.019618,4379.659877,4213.001541,5076.342992,5492.115427,5860.58061,6168.264895,5951.883702,5840.046948,5978.611454,6578.188865
AS,,Turkmenistan,TKM,Ilegal,Unknown,Male,Sexual Act,Unknown,1 mo - 2 yrs,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36180000000,37926285714,,,,,,,,,,,,2600.369292,3904.463719,4036.455999,4439.200382,5649.952278,6675.185658,7304.287132,7962.239098,6432.680702,6389.548408,6587.090316
AS,,Vietnam,VNM,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,77414425532,99130304099,1.06E+11,1.16E+11,1.36E+11,1.56E+11,1.71E+11,1.86E+11,1.93E+11,2.05E+11,2.24E+11,,,,0.1944,,0.37359,,,,0.52654,,906.2841981,1149.424642,1217.268555,1317.890706,1525.115988,1735.141276,1886.671896,2030.261955,2085.101484,2192.214539,2365.621666
AS,,United Arab Emirates,ARE,Ilegal,Unknown,Both,Against nature,Unknown,8 - 13 yrs,Yes - Not Implemented,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,2.58E+11,3.15E+11,2.54E+11,2.90E+11,3.51E+11,3.75E+11,3.90E+11,4.03E+11,3.58E+11,3.57E+11,3.78E+11,,,,0.48622,,,0.6936,0.6936,0.96366,,,41809.51638,44498.93423,32024.1816,33893.30351,39194.67662,40976.49971,42412.63028,43751.83889,38663.38381,38141.84676,39811.6347
AS,,Uzbekistan,UZB,Ilegal,Unknown,Male,Sexual Act,Unknown,3 - 7  yrs,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,22311393928,29549438884,33689223673,46679875794,56516280748,63628854499,68997168338,76658542757,81847410182,81779012351,59159945321,0.19354,0.2315,0.19523,0.19499,0.221,0.19662,0.19644,0.19644,0.22139,0.1893,,830.4076942,1082.286025,1213.265328,1634.312095,1926.292997,2137.025122,2281.410973,2492.336643,2615.025134,2567.799207,1826.566919
,AS,West Bank in the Occupied Palestinian Territory,PSE,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Unclear,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,1575.5634,1857.890515,1970.182963,2354.125987,2695.193853,2834.021525,3060.312389,3046.821798,2967.851747,3074.291152,3254.485887
