Continent,Non-State,Country,Country Code,Legal (all genders),Age Of consent,Gender,Penalising text,Promotion/Morality,Ma.x Sentences (M)onths and (Y)ears,Death Sentence,Arrests in past 3 years?,Ban on NGOs,NRHI - SO-inclusive? ,Constitution Protection,Employment Protection,Other Protection,Hate Crime Protection,Incitemenrt Protection,CT Ban Protection,Marriage Recognition,Civil recognition,Joint adoption,2nd parent adoption,GDP (current US$) - 2007,GDP (current US$) - 2008,GDP (current US$) - 2009,GDP (current US$) - 2010,GDP (current US$) - 2011,GDP (current US$) - 2012,GDP (current US$) - 2013,GDP (current US$) - 2014,GDP (current US$) - 2015,GDP (current US$) - 2016,GDP (current US$) - 2017,Research and development expenditure (% of GDP) - 2007,Research and development expenditure (% of GDP) - 2008,Research and development expenditure (% of GDP) - 2009,Research and development expenditure (% of GDP) - 2010,Research and development expenditure (% of GDP) - 2011,Research and development expenditure (% of GDP) - 2012,Research and development expenditure (% of GDP) - 2013,Research and development expenditure (% of GDP) - 2014,Research and development expenditure (% of GDP) - 2015,Research and development expenditure (% of GDP) - 2016,Research and development expenditure (% of GDP) - 2017,GDP per capita (current US$) - 2007,GDP per capita (current US$) - 2008,GDP per capita (current US$) - 2009,GDP per capita (current US$) - 2010,GDP per capita (current US$) - 2011,GDP per capita (current US$) - 2012,GDP per capita (current US$) - 2013,GDP per capita (current US$) - 2014,GDP per capita (current US$) - 2015,GDP per capita (current US$) - 2016,GDP per capita (current US$) - 2017
EU,,Ukraine,UKR,Legal,Equal,NA,NA,NA,NA,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,1.43E+11,1.80E+11,1.17E+11,1.36E+11,1.63E+11,1.76E+11,1.83E+11,1.34E+11,91030959455,93355993629,1.12E+11,0.84644,0.85644,0.83346,0.7378,0.75167,0.76175,0.6534,0.6534,0.48384,0.44853,,3065.611623,3887.241412,2542.997136,2965.142365,3569.757027,3855.42128,4029.715504,3104.658296,2124.662666,2187.731997,2640.675677
EU,,United Kingdom (and associates),GBR,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.10E+12,2.92E+12,2.41E+12,2.48E+12,2.66E+12,2.70E+12,2.79E+12,3.06E+12,2.93E+12,2.69E+12,2.67E+12,1.6364,1.6994,1.66861,1.67454,1.6252,1.6476,1.66568,1.66568,1.68744,1.6736,,50566.8266,47286.99849,38713.13743,39435.8399,42038.50048,42462.71491,43444.56484,47417.63505,44966.10193,41074.16728,40361.41738
AM,,Antigua and Barbuda,ATG,Ilegal,Unknown,Both,Buggey,Unknown,14 yrs  - life,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1311401333,1368431037,1224253000,1148700000,1137637037,1199948148,1181448148,1249733333,1336692593,1436585185,1467977778,,,,,,,,,,,,15607.08987,16024.34555,14113.07726,13049.25705,12746.20502,13272.44133,12909.74418,13501.58092,14286.09316,15197.61746,15383.41519
AM,,Argentina,ARG,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,2.88E+11,3.62E+11,3.33E+11,4.24E+11,5.30E+11,5.46E+11,5.52E+11,5.26E+11,5.95E+11,5.58E+11,6.43E+11,0.4755,0.58398,0.5614,0.56597,0.63491,0.61849,0.59278,0.59278,0.53274,,,7245.448317,9020.873098,8225.137176,10385.96443,12848.8642,13082.66433,13080.25473,12334.79825,13789.06042,12790.24247,14591.86338
AM,,Bahamas,BHS,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,Uknown,No,No,Yes,No,No,No,No,No,No,No,10618340000,10526000000,9981960000,10095760000,10070450000,10720500000,10562700000,10913300000,11752300000,11938400000,12150400000,,,,,,,,,,,,31472.09897,30627.23863,28552.19048,28443.40766,28006.37972,29485.62093,28768.02989,29445.03053,31405.96356,31588.835,31827.2427
AM,,Barbados,BRB,Ilegal,Unknown,Both,Buggey,Unknown,14 yrs  - life,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,4674007450,4784925100,4465657300,4529928300,4657699450,4610096000,4677248300,4696344350,4725500000,4840500000,4989500000,,,,,,,,,,,,16770.74794,17092.31459,15886.13929,16056.11684,16459.05801,16249.89778,16452.03696,16488.52576,16561.87352,16936.90604,17431.60292
AM,,Belize,BLZ,Legal,Equal,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1290542550,1368625150,1335217500,1377179137,1460800212,1522899790,1579413515,1662802599,1723785357,1775100179,1836593466,,,,,,,,,,,,4315.834964,4460.634144,4243.433284,4270.799647,4423.490439,4505.62068,4568.542051,4705.610045,4775.915077,4818.404394,4887.55982
AM,,Bolivia,BOL,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,,0.157,,,,,,,,,,1372.628225,1715.208922,1754.211061,1955.461557,2346.33717,2609.880819,2908.200085,3081.878834,3035.972215,3076.658949,3351.124053
AM,,Brazil,BRA,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.40E+12,1.70E+12,1.67E+12,2.21E+12,2.62E+12,2.47E+12,2.47E+12,2.46E+12,1.80E+12,1.80E+12,2.05E+12,1.1294,1.11866,1.15992,1.13966,1.12684,1.19567,1.26991,1.26991,1.26578,,,7348.030794,8831.023117,8597.915352,11286.24302,13245.6125,12370.0242,12300.32258,12112.5903,8814.000987,8712.887044,9880.946543
AM,,Costa Rica,CRI,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,26743972564,30612927059,30562361123,37268614024,42262697840,46473128286,49745088112,50577769838,54775994479,57157992434,58174549218,0.38831,0.5228,0.48492,0.46782,0.5566,0.55567,0.5729,0.5729,0.45775,,,6071.789165,6859.079022,6760.477515,8141.913127,9121.932518,9913.209959,10490.08133,10547.15186,11299.13554,11666.45591,11752.5434
AM,,Chile,CHL,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,1.74E+11,1.80E+11,1.72E+11,2.19E+11,2.52E+11,2.67E+11,2.78E+11,2.61E+11,2.44E+11,2.50E+11,2.78E+11,0.37497,0.3522,0.32947,0.35144,0.3622,0.3887,0.37497,0.37497,0.36244,,,10502.35452,10751.47967,10208.90676,12808.03459,14637.24024,15351.55133,15842.94081,14670.99676,13574.17183,13748.08766,15037.35028
AM,,Colombia,COL,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.06E+11,2.42E+11,2.32E+11,2.86E+11,3.34E+11,3.71E+11,3.82E+11,3.81E+11,2.93E+11,2.83E+11,3.12E+11,0.19976,0.19489,0.1947,0.2566,0.23458,0.27248,0.3799,0.3799,0.26955,0.24397,,4703.213157,5461.780726,5195.393376,6326.549469,7324.383286,8042.529769,8212.667829,8114.084264,6175.87603,5871.223524,6375.932063
AM,,Cuba,CUB,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,Yes,No,No,No,No,No,No,No,No,58603900000,60806300000,62080000000,64328000000,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,0.561,0.61485,0.6767,0.27192,0.4716,0.47467,0.41596,0.41596,0.34865,,,5208.716073,5411.271418,5529.67036,5730.354775,6139.71933,6497.321113,6837.712892,7133.342095,7694.01192,8060.795886,8541.210673
AM,,Dominica,DMA,Ilegal,Unknown,Both,Buggey,Unknown,8 - 13 yrs,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,421375851.9,458190185.2,489074333.3,493824407.4,501025296.3,485998000,498296296.3,520207407.4,540737037,576229629.6,519837037,,,,,,,,,,,,5952.056669,6469.145738,6902.85717,6967.24523,7065.052968,6848.418234,7016.676471,7318.103783,7596.435062,8080.968623,7274.721333
AM,,Dominican Republic,DOM,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Unclear,No,No,Yes,No,No,No,No,No,No,No,43965459070,48122601589,48261079523,53860187453,58029773801,60681535893,62682158701,67179956264,71164826721,75704647977,79998045976,,,,,,,,,,,,4707.796708,5087.991118,5039.407423,5555.390949,5913.434422,6110.369521,6238.133097,6608.832257,6921.517371,7280.873164,7609.345492
AM,,Ecuador,ECU,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,0.22779,0.39463,0.4297,0.33991,0.33236,0.3799,0.44266,0.44266,,,,3567.836438,4249.019262,4231.615798,4633.590358,5200.55579,5682.045007,6056.330827,6377.09153,6124.491643,6060.093329,6213.501276
AM,,El Salvador,SLV,Legal,Equal,NA,NA,NA,NA,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,17011750900,17986890000,17601620000,18448000000,20284000000,21386000000,21991000000,22593000000,23438000000,24154000000,24928000000,0.13399,0.99,0.786,0.355,0.3397,0.6391,0.9381,0.9381,0.14662,,,2786.157922,2933.395675,2858.47963,2983.242708,3266.045875,3428.384736,3509.53628,3588.965943,3705.540002,3800.103302,3902.242318
AM,,Grenada,GRD,Ilegal,Unknown,Male,Against nature,Unknown,8 - 13 yrs,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222,1126882296,,,,,,,,,,,,7212.506822,7832.423352,7290.6971,7257.756622,7291.058897,7444.504768,7789.776381,8369.886755,9096.870646,9628.347487,10163.62985
AM,,Guatemala,GTM,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,34113107372,39136436614,37733609795,41338008613,47654783852,50388460925,53851153447,58722323918,63767597194,68663649522,75620081928,0.6189,0.553,0.435,0.4814,0.4471,0.3854,0.295,0.295,,,,2489.948406,2794.176832,2635.716443,2825.483963,3187.866203,3299.665605,3452.922,3687.836951,3923.573344,4140.589826,4470.609994
AM,,Guyana,GUY,Ilegal,Unknown,Male,Buggey,Unknown,14 yrs  - life,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1740180444,1916994912,2061323854,2273225042,2576024116,2861562266,2987684170,3077643314,3197220339,3504024213,3555205811,,,,,,,,,,,,2331.200342,2566.887085,2756.819889,3033.247725,3425.436441,3788.146749,3934.865262,4031.600662,4166.128516,4542.622067,4586.054572
AM,,Haiti,HTI,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,5885325590,6548530572,6584649419,6622541529,7516834160,7890647022,8485077205,8775444942,8724656126,7970649131,8409497402,,,,,,,,,,,,619.8127742,678.8447898,672.0369979,665.6274195,744.2174268,769.749381,815.8200152,831.8739489,815.7282844,735.3017703,765.7272943
AM,,Honduras,HND,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,12275501784,13789715133,14587496229,15839344592,17710315006,18528601901,18499710128,19756494435,20979767785,21717622071,23100748922,,,,,,,,,,,,1572.065504,1727.827701,1789.706651,1904.346465,2088.3153,2144.342611,2102.593166,2206.051934,2302.201379,2342.584651,2449.964691
AM,,Jamaica,JAM,Ilegal,Unknown,Male,Buggey,Unknown,8 - 13 yrs,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,12827809965,13680482787,12067478478,13220556883,14444655300,14807086889,14262589158,13897804560,14187696311,14075894320,14806340821,,,,,,,,,,,,4633.944386,4917.718398,4316.231053,4704.054455,5111.471413,5209.851931,4989.171391,4833.790318,4907.50372,4843.338474,5069.183838
AM,,Mexico,MEX,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,1.05E+12,1.11E+12,9.00E+11,1.06E+12,1.18E+12,1.20E+12,1.27E+12,1.31E+12,1.17E+12,1.08E+12,1.16E+12,0.4773,0.51677,0.53299,0.51144,0.48684,0.49855,0.5344,0.5344,0.4865,,,9642.680605,10016.5713,8002.972106,9271.398233,10203.42085,10241.72792,10725.18332,10922.37605,9605.952351,8739.756043,9278.418168
AM,,Nicaragua,NIC,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,7423367753,8496998229,8298729074,8758639096,9774351931,10532006608,10982938826,11880395548,12756706583,13286048705,13843612005,,,,0.8344,0.1449,0.1284,0.8935,0.8935,,,,1327.959699,1499.267786,1444.381084,1503.870423,1655.816933,1760.461485,1811.632521,1934.056966,2049.84969,2107.56718,2168.195206
AM,,Panama,PAN,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,21295984200,25155888600,27116635600,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57957600000,62283800000,0.1965,0.1321,0.14453,0.1734,0.7534,0.626,,,,,,6166.180721,7154.274496,7576.140467,8082.028459,9358.251475,10722.28363,11889.12763,12796.07004,13630.30797,14356.32405,15166.12443
AM,,Paraguay,PRY,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,17856270473,24578067861,22341754514,27215968616,33715524704,33283228891,38585317743,40276532541,36164068797,36054281572,39008900332,0.5472,,,0.5671,0.8816,,0.1331,0.1331,0.15366,,,2976.825503,4041.583876,3624.571058,4355.934939,5322.96376,5183.082877,5926.832863,6102.943233,5406.703857,5319.410218,5680.580768
AM,,Peru,PER,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,,,,0.8282,0.553,0.8172,0.1789,0.1789,0.1224,0.1262,,3606.070435,4220.616969,4196.312793,5082.354757,5869.32308,6528.972218,6756.752769,6672.880255,6229.101696,6204.99726,6710.508029
AM,,St Kitts and  Nevis,KNA,Ilegal,Unknown,Male,Buggey,Unknown,3 - 7  yrs,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,723938703.7,793368444.4,767066407.4,760170370.4,817759259.3,800414814.8,839774074.1,916566666.7,923155555.6,971166666.7,996944444.4,,,,,,,,,,,,15152.13495,16465.05021,15783.58418,15508.61699,16538.09653,16044.557,16685.02661,18051.89007,18029.32554,18811.94512,19155.43173
AM,,St Lucia,LCA,Ilegal,Unknown,Both,Buggey,Unknown,14 yrs  - life,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,1279428222,1286720333,1278745519,1399203481,1444269667,1440016852,1483814333,1559072148,1659110889,1701596815,1816728741,,,,,,,,,,,,7632.043989,7568.453414,7425.026672,8037.472967,8227.394082,8151.992413,8358.905169,8744.291224,9262.256115,9452.055364,10039.67141
AM,,St Vincent and  the Grenadines,VCT,Ilegal,Unknown,Both,Buggey,Unknown,8 - 13 yrs,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,684446259.3,695428851.9,674922481.5,681225963,676129407.4,692933740.7,721207407.4,727714814.8,755400000,774429629.6,792177777.8,,,,,,,,,,,,6307.214096,6415.809617,6232.719361,6292.789829,6242.193281,6390.314389,6639.607146,6684.807367,6920.878074,7075.06582,7212.960181
AM,,Suriname,SUR,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,None,No,Yes,Yes,No,Yes,No,No,No,No,No,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5145757576,5240606061,4787367928,3166040523,3068766110,,,,,,,,,,,,5744.759727,6831.970411,7408.389111,8255.796859,8263.172923,9201.008785,9402.233137,9472.0076,8561.974179,5604.722569,5379.119415
AM,,Trinidad and Tobago,TTO,Ilegal,Unknown,Both,Buggey,Unknown,14 yrs  - life,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,21641620050,27871587350,19172165226,22157948396,25433011405,25763220107,27268478565,27615843098,25062893969,22284780327,22474828527,0.372,0.5665,0.4771,0.424,0.442,0.5814,0.8297,0.8297,0.9175,,,16539.87811,21204.10497,14514.14172,16683.35538,19034.1492,19157.41704,20143.66445,20270.85937,18289.70434,16176.94737,16238.19319
AM,,Uruguay,URY,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,23410572633,30366213118,31660911279,40284481653,47962439303,51264390114,57531233351,57236013058,53274304222,52687612262,56488991831,0.37973,0.41252,0.34115,0.3487,0.3276,0.32113,0.33579,0.33579,0.4845,,,7026.511491,9091.079039,9451.932449,11992.01663,14236.68119,15171.58466,16973.67421,16831.97294,15613.76427,15387.14403,16437.24487
AM,,Venezuela,VEN,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,,,,0.2383,0.2414,0.18823,0.15296,0.251,0.31853,0.33713,0.33713,0.11867,,,8454.466743,11432.74386,11765.10018,13825.35809,10955.34991,12985.50533,12456.71245,16054.49051,,,
AM,,Canada,CAN,Legal,Unequal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,1.46E+12,1.55E+12,1.37E+12,1.61E+12,1.79E+12,1.82E+12,1.84E+12,1.80E+12,1.55E+12,1.53E+12,1.65E+12,1.864,1.92227,1.82958,1.79132,1.7766,1.7964,1.71824,1.71824,1.68754,1.5853,,44543.04104,46594.45095,40773.06153,47450.31847,52101.79609,52542.34666,52504.6557,50835.51118,43495.05439,42279.90082,45069.92725
AM,,United States,USA,Legal,Equal,NA,NA,NA,NA,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,1.45E+13,1.47E+13,1.44E+13,1.50E+13,1.55E+13,1.62E+13,1.68E+13,1.75E+13,1.82E+13,1.87E+13,1.95E+13,2.76683,2.81859,2.7446,2.76965,2.68859,2.72486,2.73389,2.73389,2.77191,2.8161,,47975.96768,48382.55845,47099.98047,48466.82338,49883.11398,51603.49726,53106.90977,55032.958,56803.47243,57904.20196,59927.92983
OC,,Australia,AUS,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,8.53E+11,1.05E+12,9.28E+11,1.15E+12,1.40E+12,1.55E+12,1.58E+12,1.47E+12,1.35E+12,1.21E+12,1.33E+12,2.4692,,2.37976,2.24145,,2.18214,,,,,,40960.05449,49601.65671,42772.35917,52022.1256,62517.83375,68012.1479,68150.10704,62510.79117,56755.72171,49971.13146,54066.47127
,OC,Cook Islands (associates to New Zealand),,Ilegal,Unknown,Male,Sodomy,Unknown,8 - 13 yrs,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC,,Fiji,FJI,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,3405050612,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4856963230,4682546863,4930204220,5353404419,,,,,,,,,,,,4072.10157,4167.670285,3362.816555,3652.527437,4371.45751,4591.555784,4840.693716,5605.570331,5390.745237,5651.318055,6101.030839
OC,,Kiribati,KIR,Ilegal,Unknown,Both,Buggey,Unknown,8 - 13 yrs,No,No,Yes,None,No,Yes,No,No,No,No,No,No,No,No,132671743,141042610.3,132420059.3,156120895.2,181705002.6,190243321.6,185113921.6,179703443.3,171117872.4,178328873,185572501.5,,,,,,,,,,,,1374.452153,1428.120516,1311.999002,1516.811869,1735.018358,1788.505421,1715.765331,1642.762597,1542.57525,1584.807446,1625.57597
OC,,Marshall Islands,MHL,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,153884600,153135800,151772600,162164700,174332100,182874800,187707400,184689500,184599600,200558400,212881000,,,,,,,,,,,,2745.438975,2726.097483,2698.179556,2876.994997,3083.83188,3224.338382,3296.698163,3230.02326,3213.837288,3473.775006,3666.695374
OC,,Micronesia,FSM,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,256787150.9,263145104.6,280284568.1,296944122,311301557.1,327248654.8,317214350.1,319271156.4,316489947.5,332265162.5,366666808.6,,,,,,,,,,,,2458.610843,2541.408928,2721.870047,2885.44589,3009.198232,3131.386282,2994.678833,2971.456884,2906.377221,3014.700018,3289.701223
OC,,New Zealand,NZL,Legal,Equal,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1.37E+11,1.33E+11,1.21E+11,1.47E+11,1.68E+11,1.76E+11,1.91E+11,2.01E+11,1.77E+11,1.88E+11,2.03E+11,,1.2525,,1.231,,1.15412,,,,,,32510.0827,31287.94365,28201.23228,33692.01083,38426.55081,39970.44004,42949.14223,44533.78309,38559.54704,40026.8522,42260.12518
OC,,Nauru,NRU,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,20439158.42,39291316.03,44294212.93,49235796.71,72680074.93,103833367.7,108634964.6,117009639.2,99966636.16,102052700.5,113884908.4,,,,,,,,,,,,2076.728147,3972.431102,4456.606593,4921.119111,7226.814649,10101.50479,10039.27221,9871.731985,8013.357608,7820.729599,8844.742806
OC,,Palau,PLW,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,194630300,198024400,183369300,183498800,193143900,211103300,223388400,243147000,280376100,300125600,286321800,,,,,,,,,,,,10159.21808,10587.27545,10028.40033,10219.9276,10884.41251,11967.30726,12688.19721,13794.79178,15871.84263,16932.33286,16078.26819
OC,,Papua New Guinea,PNG,Ilegal,Unknown,Male,Against nature,Unknown,8 - 13 yrs,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,9545177005,11670840924,11619637816,14250755222,17984910496,21295659249,21261432775,23210682537,21723531182,20759069105,22742613549,,,,,,,,,0.3294,,,1401.94718,1672.950783,1626.312402,1949.352517,2406.909678,2790.67667,2729.891904,2920.783721,2679.345589,2509.631457,2695.251883
OC,,Samoa,WSM,Ilegal,Unknown,Male,Sodomy,Unknown,3 - 7  yrs,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,570469196.7,619260721.6,584706020.2,663161528.4,737401684.1,760549577.7,770021643.6,756919933.5,788307314.9,799376440,831903814.1,,,,,,,,,,,,3133.654113,3379.082093,3168.176706,3566.362435,3933.459314,4022.19907,4037.509208,3937.758796,4073.665929,4109.165137,4258.486292
OC,,Solomon Islands,SLB,Ilegal,Unknown,Both,Buggey,Unknown,8 - 13 yrs,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,516074229,608229326.7,597765363.1,681151193.5,932725583.3,1063879446,1129787198,1172268301,1154650069,1230459710,1309631135,,,,,,,,,,,,1048.650015,1208.338618,1160.301648,1290.398786,1722.418121,1913.232013,1977.451405,1996.781184,1914.46793,1986.416229,2059.045427
OC,,Tonga,TON,Ilegal,Unknown,Male,Sodomy,Unknown,8 - 13 yrs,No,No,Yes,None,No,No,Yes,No,No,No,No,No,No,No,300143056.9,349484427.6,318166562.8,369485198.8,423011844.3,472358251.2,450686353.7,443911052.3,435438217.3,401109307.4,430174168.7,,,,,,,,,,,,2925.91276,3380.613351,3062.533091,3553.220614,4084.624132,4597.742305,4428.566481,4393.940811,4320.63799,3966.15652,4217.476507
OC,,Tuvalu,TUV,Ilegal,Unknown,Male,Buggey,Unknown,8 - 13 yrs,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,27030996.03,30290770.26,27101312.79,31824701.28,38713279.62,37671734.49,37507514.54,37291841.43,35492333.86,36547419.87,40620557.13,,,,,,,,,,,,2644.652776,2936.859633,2599.895701,3022.28882,3640.861433,3507.936911,3454.684953,3398.818942,3197.795645,3255.894866,3572.608367
OC,,Vanuatu,VUT,Legal,Equal,NA,NA,NA,NA,No,No,Yes,None,No,No,No,No,No,No,No,No,No,No,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,759689950.9,804332795.6,880043553.7,,,,,,,,,,,,2398.612625,2705.597658,2649.618144,2966.857116,3264.537017,3133.090209,3124.233078,3088.258303,2801.939848,2889.853036,3082.356323
